,PV_total,Load_total,Alloc_total__equal,Alloc_total__mean_load,Alloc_total__instant_load,Alloc_total__fixed_shares,Alloc_total__hierarchical,Alloc_total__dynamic_windows
25,0.0,0.7636864099462579,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.771098276640168,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.6490868535245695,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.671383962873467,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.6642771224807762,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.6729806837852412,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.6954837412299992,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.6816749107504767,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0371756699737944,0.720296507640019,0.0371756699737944,0.0371756699737944,0.037175669973794394,0.0371756699737944,0.0371756699737944,0.0371756699737944
34,0.0849729599401016,0.7099321961219814,0.0849729599401016,0.0849729599401016,0.08497295994010158,0.0849729599401016,0.0849729599401016,0.0849729599401016
35,0.1125891719206347,0.7078942387897206,0.1125891719206347,0.1125891719206347,0.1125891719206347,0.1125891719206347,0.1125891719206347,0.1125891719206347
36,0.1370188979034137,0.8848871550695857,0.1370188979034137,0.1370188979034137,0.13701889790341373,0.1370188979034137,0.1370188979034137,0.1370188979034137
37,0.1582621378884392,0.9004005275936922,0.15826213788843918,0.15826213788843918,0.1582621378884392,0.1582621378884392,0.1582621378884392,0.1582621378884392
38,0.1763188918757107,0.9081814498906172,0.1763188918757107,0.1763188918757107,0.1763188918757107,0.1763188918757107,0.1763188918757107,0.1763188918757107
39,0.1943756458629824,0.8077512682052784,0.1943756458629824,0.1943756458629824,0.1943756458629824,0.1943756458629824,0.1943756458629824,0.1943756458629824
40,0.2060594278547465,0.6652958054410135,0.2060594278547465,0.20605942785474649,0.2060594278547465,0.2060594278547465,0.2060594278547465,0.2060594278547465
41,0.2230540198427666,0.9212169920112911,0.22305401984276657,0.22305401984276663,0.22305401984276657,0.2230540198427666,0.22305401984276663,0.22305401984276657
42,0.4280512856982619,0.9159887043018937,0.42805128569826184,0.4280512856982619,0.4280512856982619,0.42805128569826184,0.4280512856982619,0.4280512856982619
43,0.8072431194309647,0.8064498022312168,0.8072431194309646,0.8072431194309647,0.8072431194309647,0.8072431194309647,0.8072431194309647,0.8072431194309646
